Column1,meal_id,meal_name,has_veg_comp,has_veg_comp2,notes_list,meal_category,date_correct,canteen_name,canteen_address,meal_super_category,notes_count,notes_list_90,notes_count_90
482696,3990695,"Mediterrane Frikadelle, Créme-fraîche-Sauce",False,none,Rindfleisch;Eier und Eiererzeugnisse;Milch und Milcherzeugnisse;mit Knoblauch,Wahlmenü (Komponente mit Fleisch),28.02.2019,Mensa TiHo-Tower,"Bünteweg 2, 30559 Hannover",main_dish,4,Milch und Milcherzeugnisse;Eier und Eiererzeugnisse;mit Knoblauch;Rindfleisch,4
597374,8741840,"Hausgemachte Pasta, Linsenbolognese",False,none,ohne Fleisch;vegan;Natürlich frisch;KlimaTeller,FRIENDS,25.11.2021,"Hannover, Mensa Große Pause","Expo Plaza 10, 30539 Hannover",main_dish,4,vegan;ohne Fleisch;Natürlich frisch,3
1612040,10640103,Amerikanischer Krautsalat vegan,True,raw,vegan,QUEERBEET,01.04.2022,"Hannover, Contine","Königsworther Platz 1, 30167 Hannover",main_dish,1,vegan,1
3428885,3719652,Deftige Grillhaxe mit Schwarzbiersauce,False,none,,Hauptessen,26.10.2018,Mensa Bernburg,"Strenzfelder Allee 20, 06406 Bernburg",main_dish,0,,0
4278324,8191288,"Steckrüben- Kartoffel- Karotten- Gratin, Rucolaquark",True,heavily_processed,Ei;Mi,Mittagessen,12.10.2021,Mensa Flensburg,"Thomas-Fincke-Straße 20, 24943 Flensburg",main_dish,2,Ei,1
3729482,2770632,"Käsetortellini  (19,15,20a), Spinatsauce",True,heavily_processed,Milch und Milcherzeugnisse / enthält Laktose;mit Milcheiweiß;fleischlos (enthält tierische Erzeugnisse),Essen II,16.08.2017,"Mensa Universitätsstraße, Düsseldorf","Universitätsstraße 1, 40225 Düsseldorf",main_dish,3,mit Milcheiweiß;Milch und Milcherzeugnisse / enthält Laktose;fleischlos (enthält tierische Erzeugnisse),3
1080197,2481483,"Vanillegrießbrei mit Zimt, Zucker und Schattenmorellen",False,none,,Essen,08.03.2017,Mensa HWR Badensche Straße,"Badensche Str. 51, 10825 Berlin",main_dish,0,,0
1569126,2430710,"Grünkohl, Bregenwurst, Senf, Salzkartoffeln",True,heavily_processed,Schweinefleisch;Konservierungsstoff;Antioxidationsmittel;Phosphat;Nitritpökelsalz;Glutenhaltiges Getreide;Senf und Senferzeugnisse,Tellergericht,06.02.2017,"Hannover, Contine","Königsworther Platz 1, 30167 Hannover",main_dish,7,Glutenhaltiges Getreide;Konservierungsstoff;Schweinefleisch;Senf und Senferzeugnisse;Antioxidationsmittel;Nitritpökelsalz;Phosphat,7
3499063,5255721,"Country-Pfanne, Falaffel, Paprika Kartoffelspalten Paprika-Maissoße",True,heavily_processed,Weizen;Sellerie,Mittagessen,30.10.2020,Mensa und Cafeteria Lübeck,"Mönkhofer Weg 241, 23562 Lübeck, Germany",main_dish,2,Sellerie;Weizen,2
335214,10251122,"Hausgemachte Dinkelpasta, Linsenbolognese",False,none,ohne Fleisch;vegan;KlimaTeller,FRIENDS,11.03.2022,Mensa Caballus,"Bischofsholer Damm 15, 30173 Hannover",main_dish,3,vegan;ohne Fleisch,2
896483,2920588,"Schneller Teller: Hähnchenragout mit Erbsen und Möhren in Rahm, dazu Wildreis",True,heavily_processed,Gefluegel,Auswahlessen 1,17.11.2017,"Würzburg, Mensa am Studentenhaus","Am Studentenhaus 1, 97070 Würzburg",main_dish,1,Gefluegel,1
2512595,1506984,Hackfleischragout vom Rind und saurer Sahne,False,none,,Aktionsstand,21.09.2015,"Cafeteria HfM ""Neuer Marstall""","Schlossplatz 7, 10178 Berlin",main_dish,0,,0
1416314,4302418,Pastavariation nach Angebot,False,unknown,glutenhaltiges Getreide;Soja;Sellerie;Milch/ Milchzucker;Senf;Eier;Veganes Gericht;mit Konservierungsstoff,Pastateller,02.07.2019,"Leipzig, Mensa am Park","Universitätsstraße 5, 04109 Leipzig",main_dish,8,mit Konservierungsstoff;Veganes Gericht;Milch/ Milchzucker;Soja;Sellerie;Senf;glutenhaltiges Getreide;Eier,8
1135828,192751,Schinkennudeln mit Käsesoße,False,none,Sellerie/-erzeugnisse;Konservierungsstoffe;mit Schwein;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Antioxidationsmittel,Gut und günstig,20.09.2012,"Hamburg, Mensa Bergedorf","Lohbrügger Kirchstraße 65, 21033 Hamburg",main_dish,7,Antioxidationsmittel;Milch/-erzeugnisse;Soja/-erzeugnisse;Glutenhaltiges;Sellerie/-erzeugnisse;Konservierungsstoffe;mit Schwein,7
3749409,4651026,"Puten-Pfannen-Gyros, Zaziki",False,none,Milch und Milcherzeugnisse / enthält Laktose;mit Milcheiweiß;mit Säurungsmittel,Essen I,05.11.2019,Mensa Campus Derendorf,"Münsterstraße 156, 40476 Düsseldorf",main_dish,3,mit Milcheiweiß;Milch und Milcherzeugnisse / enthält Laktose;mit Säurungsmittel,3
3181860,4164049,Schweine Cordon Bleu mit Twister,False,none,mit Farbstoff;mit Konservierungsstoff;mit Antioxidationsmittel;mit Phosphat;Gluten;Weizen;Milch und Milchprodukte;Schweinefleisch,Hauptgerichte,29.04.2019,Mensa UNI Passau,"Innstraße 29, 94032 Passau, Germany",main_dish,8,Schweinefleisch;mit Phosphat;mit Konservierungsstoff;mit Antioxidationsmittel;mit Farbstoff;Gluten;Milch und Milchprodukte;Weizen,8
