meal_id,meal_name,notes_list,meal_category,date_correct,canteen_name,canteen_address,meal_super_category,notes_count,notes_list_90,notes_count_90
369554,Indisches Huhn,enthält Geflügelfleisch;Natürlich frisch;mit Knoblauch;Milch und Milcherzeugnisse;Sellerie und Sellerieerzeugnisse,Wahlmenü (Komponente mit Fleisch),2013-02-25,Mensa Caballus,"Bischofsholer Damm 15, 30173 Hannover",main_dish,5,Natürlich frisch;Milch und Milcherzeugnisse;enthält Geflügelfleisch;Sellerie und Sellerieerzeugnisse;mit Knoblauch,5
1319560,"Schweinegulasch ""Jäger Art"" mit Pilzen",Schwein,Hauptgerichte,2015-05-04,"Magdeburg, Mensa UniCampus Oben","Pfälzer Str. 1, 39106 Magdeburg, Deutschland",main_dish,1,Schwein,1
2904028,Hokifilet  mit holländischer Remoulade,Eier;Fische;Gluten;Weizen;Milch;Süßungsmittel;Fisch;Senf,Klassiker,2017-11-10,"Aachen, Mensa Vita","Helmertweg 1, 52074 Aachen",main_dish,8,Süßungsmittel;Fisch;Senf;Eier;Milch;Gluten;Weizen;Fische,8
8547353,Makrelenfilet mit Rosmarin an Kerbelrahmsauce,gelb (Ampel);Antioxidationsmittel;Farbstoff;Fisch;Milch und Milchprodukte (inkl. Laktose);Schwefeldioxid und Sulfide,Essen,2021-11-03,Mensa FU Lankwitz Malteserstraße,"Malteser Straße 74, 12249 Berlin",main_dish,6,Farbstoff;Antioxidationsmittel;Fisch;Milch und Milchprodukte (inkl. Laktose);Schwefeldioxid und Sulfide;gelb (Ampel),6
3949374,Fischburger,MSC-Fisch,Essen 7,2019-02-06,Cafeteria Bockenheim,Bockenheimer Landstraße 133 60325 Frankfurt am Main ,main_dish,1,,0
14971331,Pizza Margherita - Wählen Sie weitere Zutaten selbst aus.,mit Milcheiweiß;Weizen;Milch und Milcherzeugnisse / enthält Laktose,Pizza,2023-04-24,Mensa Campus Derendorf,"Münsterstraße 156, 40476 Düsseldorf",main_dish,3,mit Milcheiweiß;Weizen;Milch und Milcherzeugnisse / enthält Laktose,3
1354223,Schwäbische Käsespätzle mit Zwiebelschmelze,,Aktionsstand,2015-06-04,"Cafeteria TU ""Skyline""","Ernst-Reuter-Platz 7, 10587 Berlin",main_dish,0,,0
1628386,Sojagulasch mit Champignons und Lauch,,Aktionsstand,2015-11-16,"Cafeteria UdK ""Jazz-Cafe""","Einsteinufer 43 - 53, 10587 Berlin",main_dish,0,,0
3633578,Sojastreifen und Gemüse nach asiatischer Art mit Chinanudeln,grün (Ampel);vegan;Klimaessen;Weizen;Sellerie;Soja,Essen,2018-10-01,Cafeteria FU Otto-Suhr-Institut,"Ihnestraße 21, 14195 Berlin",main_dish,6,vegan;Soja;Sellerie;Weizen;Klimaessen;grün (Ampel),6
2217543,Pangasiusfilet an Kürbis-Mango-Soße,Fisch,Auswahlessen 2,2016-10-17,"Würzburg, Mensa Burse","Am Studentenhaus 1, 97072 Würzburg",main_dish,1,Fisch,1
15917321,"Paprikaschote mit Metaxasauce [15], Spinatreis oder Knoblauchkartoffeln dazu Bohnensalat",vegan;enthält Senf;enthält Weizengluten;enthält Sellerie,Hauptessen,2023-07-10,Heidemensa,"Theodor-Lieser-Str. 7, 06120 Halle",main_dish,4,vegan;enthält Sellerie;enthält Senf;enthält Weizengluten,4
1484430, Schweinenackensteak vom Grill mit Maiskolben und hausgemachter Kräuterbutter,Schwein,Auswahlessen 2,2015-09-11,"Würzburg, Mensa am Hubland","Am Hubland 16I, 97074 Würzburg",main_dish,1,Schwein,1
281257,Ratatouille mit Olivenreis,,Essen,2012-11-09,Mensa FU Herrenhaus Düppel,"Oertzenweg 19b, 14163 Berlin",main_dish,0,,0
4622865,Schneller Teller: Fischfilet auf orientalischem Gemüse und Bulgur,glutenhaltiges Getreide;Fische;Sellerie;Sesamsamen;Weizen;Fisch,Auswahlessen 1,2019-10-31,"Würzburg, Mensa Josef-Schneider-Straße ","Josef-Schneider-Straße 9E, 97080 Würzburg",main_dish,6,Fisch;Sellerie;glutenhaltiges Getreide;Weizen;Sesamsamen;Fische,6
175294,"Linseneintopf mit Sojawürfeln oder Würstchen(2)(3)(5), dazu Roggenbrot",ovo-lacto-vegetabil;mit Schweinefleisch,Angebot 1,2012-09-11,Mensa Brandenburg,"Magdeburger Straße 50, 14770 Brandenburg an der Havel",main_dish,2,ovo-lacto-vegetabil;mit Schweinefleisch,2
1593880,Schweinerückensteak mit grünem Pfeffer,mit Fleisch;Gericht mit Schweinefleisch,Tagesgericht 4,2015-11-19,Mensa Weihenstephan,"Am Forum 3, Freising",main_dish,2,Gericht mit Schweinefleisch;mit Fleisch,2
4768835,Waffel mit Puderzucker,vegetarisch,Essen 10,2019-12-09,Mensa Casino,"Grüneburgplatz 1, 60323 Frankfurt am Main, Germany",main_dish,1,vegetarisch,1
