meal_id,meal_name,notes_list,meal_category,date_correct,canteen_name,canteen_address,meal_super_category,notes_count,notes_list_90,notes_count_90
3952919,"Geschnetzeltes vom Schwein mit Erbsen, Ingwer und Koriander",grün (Ampel);Schweinefleisch bzw. mit Gelatine vom Schwein;Soja,Essen,2019-02-22,Mensa HU Oase Adlershof,"Rudower Chaussee 25, Haus 2, 12489 Berlin",main_dish,3,Soja;Schweinefleisch bzw. mit Gelatine vom Schwein;grün (Ampel),3
13571138,"Hähnchengeschnetzeltes Züricher Art, Spätzle","ohne deklarationspflichtige Zusatzstoffe;Allergene: Hühnerei, Milch- und Milchzucker;Geflügel",Fleisch,2023-01-11,Mensa an der Berufsakademie,"Weg der Freundschaft 4A, 07546 Gera",main_dish,3,Geflügel;ohne deklarationspflichtige Zusatzstoffe,2
11376069,Hähnchenschnitzel mit Sommergemüse und Reis,ohne deklarationspflichtige Zusatzstoffe;Geflügel,Fleisch,2022-06-10,Cafeteria Röntgenbau,"Weimarer Straße 25, 98693 Ilmenau",main_dish,2,Geflügel;ohne deklarationspflichtige Zusatzstoffe,2
3537583,"Wokpfanne ""Satay"" mit Hähnchenbrust und Mienudeln",Glutenhaltiges Getreide;Soja und Sojaerzeugnisse;Erdnüsse und Erdnusserzeugnisse;Milch und Milcherzeugnisse;Schalenfrüchte,Marktrestaurant,2018-07-25,"Darmstadt, Mensa Stadtmitte"," Alexanderstraße 14, 64283 Darmstadt, Germany",main_dish,5,Soja und Sojaerzeugnisse;Milch und Milcherzeugnisse;Glutenhaltiges Getreide;Schalenfrüchte;Erdnüsse und Erdnusserzeugnisse,5
2243441,Spiralnudeln,,Essen,2016-11-01,Mensa HTW Wilhelminenhof,"Wilhelminenhofstraße 75 A, Gebäude G, 12459 Berlin",main_dish,0,,0
1398977,Ofenkartoffel mit Kräutercreme,Vegetarisch,Zusatzangebot,2015-06-23,Mensa Werderstrasse,"Werderstrasse 73, 28199 Bremen",main_dish,1,Vegetarisch,1
514935,Rührei mit Spinat und Kartoffeln,,Angebote,2013-07-11,"Dresden, Alte Mensa","Mommsenstr. 13, 01069 Dresden, Deutschland",main_dish,0,,0
3460747,Veganer Salatteller mit geräucherten Tofuwürfeln,mit Antioxidationsmittel;enthält Sulfite;Soja;vegan,Hauptgerichte,2018-06-27,Mensa HS Landshut,"Am Lurzenhof 1, 84036 Landshut, Germany",main_dish,4,vegan;mit Antioxidationsmittel;Soja;enthält Sulfite,4
4849545,Karamelisiertes Putensteak mit Rosenkohl und Bratkartoffeln dazu Banane,,Hauptessen,2020-01-16,Mensa Bernburg,"Strenzfelder Allee 20, 06406 Bernburg",main_dish,0,,0
3081637,Pizza Margherita,vegetarisch,Essen 7,2018-02-06,Mensa Anbau Casino,"Grüneburgplatz 1, 60323 Frankfurt am Main, Germany",main_dish,1,vegetarisch,1
1733866,Spaghetti,,Pasta-Teller,2016-02-11,"Leipzig, Mensa Am Elsterbecken","Marschnerstraße 29c, 04109 Leipzig",main_dish,0,,0
4444294,Putengeschnetzeltes in Curry-Früchte-Sauce,Geflügel;Enthält Allergene: Milch,Menü 2,2019-08-22,Mensa am Aasee,"Bismarckallee 11, 48151 Münster, Germany",main_dish,2,Geflügel,1
14140944,Würziges Soja-Chili mit Kräuterreis,enthält Soja;vegan;enthält Weizengluten,Hauptessen,2023-02-23,Mensa Franckesche Stiftungen,"Franckeplatz 1 Haus 26/27, 06108 Halle",main_dish,3,vegan;enthält Soja;enthält Weizengluten,3
1408541,Gurkencremesuppe mit Dill,,Aktionsstand,2015-07-08,"Cafeteria TU ""Skyline""","Ernst-Reuter-Platz 7, 10587 Berlin",main_dish,0,,0
